name,a,b,elements,crystal_system,point_group,formula,plane,num_elements
Ag2PSe3 (110),13.388074815596104,14.45464378,"Ag, P, Se",Orthorhombic,222,Ag2PSe3,(110),3
Ag2PdCl4 (001),8.164864949399387,10.010098840638685,"Ag, Cl, Pd",Orthorhombic,mmm,Ag2PdCl4,(001),3
Ag2PdCl4 (010),8.10102674,8.164864949399387,"Ag, Cl, Pd",Orthorhombic,mmm,Ag2PdCl4,(010),3
Ag2PdCl4 (100),8.10102674,10.010098840638685,"Ag, Cl, Pd",Orthorhombic,mmm,Ag2PdCl4,(100),3
Ag2PdCl4 (011),8.164864949399387,12.877449787964656,"Ag, Cl, Pd",Orthorhombic,mmm,Ag2PdCl4,(011),3
Ag2PdCl4 (101),10.010098840638685,11.501810895860082,"Ag, Cl, Pd",Orthorhombic,mmm,Ag2PdCl4,(101),3
Ag2PdCl4 (110),8.10102674,12.917704844177491,"Ag, Cl, Pd",Orthorhombic,mmm,Ag2PdCl4,(110),3
Ag2S (001),4.72254074,7.022913138449492,"Ag, S",Orthorhombic,mmm,Ag2S,(001),2
Ag2S (010),7.022913138449492,7.434168433385553,"Ag, S",Orthorhombic,mmm,Ag2S,(010),2
Ag2S (100),4.72254074,7.434168433385553,"Ag, S",Orthorhombic,mmm,Ag2S,(100),2
Ag2S (011),7.022913138449492,8.807340764209476,"Ag, S",Orthorhombic,mmm,Ag2S,(011),2
Ag2S (101),4.72254074,10.226835739668097,"Ag, S",Orthorhombic,mmm,Ag2S,(101),2
Ag2S (110),7.434168433385553,8.463078635530113,"Ag, S",Orthorhombic,mmm,Ag2S,(110),2
Ag2SO4 (001),5.5394073170776315,11.034122220000047,"Ag, O, S",Orthorhombic,mmm,Ag2SO4,(001),3
Ag2SO4 (010),5.5394073170776315,12.48600353387549,"Ag, O, S",Orthorhombic,mmm,Ag2SO4,(010),3
Ag2SO4 (100),11.034122220000047,12.48600353387549,"Ag, O, S",Orthorhombic,mmm,Ag2SO4,(100),3
Ag2SO4 (101),11.034122220000047,13.659623628506184,"Ag, O, S",Orthorhombic,mmm,Ag2SO4,(101),3
Ag2SO4 (110),12.346533383520734,12.48600353387549,"Ag, O, S",Orthorhombic,mmm,Ag2SO4,(110),3
Ag2Se (001),5.26546179,6.79806542,"Ag, Se",Orthorhombic,222,Ag2Se,(001),2
Ag2Se (010),5.26546179,6.88321134,"Ag, Se",Orthorhombic,222,Ag2Se,(010),2
Ag2Se (100),6.79806542,6.88321134,"Ag, Se",Orthorhombic,222,Ag2Se,(100),2
Ag2Se (011),5.26546179,9.674310921492257,"Ag, Se",Orthorhombic,222,Ag2Se,(011),2
Ag2Se (101),6.79806542,8.666238296576815,"Ag, Se",Orthorhombic,222,Ag2Se,(101),2
Ag2Se (110),6.88321134,8.598766267119359,"Ag, Se",Orthorhombic,222,Ag2Se,(110),2
Ag2SeO3 (001),5.006535,10.197549,"Ag, O, Se",Monoclinic,2/m,Ag2SeO3,(001),3
Ag2SeO3 (100),7.439448678444394,10.197549,"Ag, O, Se",Monoclinic,2/m,Ag2SeO3,(100),3
Ag2SeO3 (001),4.817322359605434,10.09819166,"Ag, O, Se",Monoclinic,2/m,Ag2SeO3,(001),3
Ag2SeO3 (100),7.1449279183500565,10.09819166,"Ag, O, Se",Monoclinic,2/m,Ag2SeO3,(100),3
Ag2SeO4 (001),5.819951246558109,11.09373199040202,"Ag, O, Se",Orthorhombic,mmm,Ag2SeO4,(001),3
Ag2SeO4 (010),5.819951246558109,12.79748936739214,"Ag, O, Se",Orthorhombic,mmm,Ag2SeO4,(010),3
Ag2SeO4 (100),11.09373199040202,12.79748936739214,"Ag, O, Se",Orthorhombic,mmm,Ag2SeO4,(100),3
Ag2SeO4 (101),11.09373199040202,14.058718526979199,"Ag, O, Se",Orthorhombic,mmm,Ag2SeO4,(101),3
Ag2SeO4 (110),12.52767823609716,12.79748936739214,"Ag, O, Se",Orthorhombic,mmm,Ag2SeO4,(110),3
Ag2SnSe3 (001),7.458889477407291,12.7890067,"Ag, Se, Sn",Monoclinic,m,Ag2SnSe3,(001),3
Ag2Te (001),4.50535051,7.957018723430333,"Ag, Te",Monoclinic,2/m,Ag2Te,(001),2
Ag2Te (100),4.50535051,9.060293077841953,"Ag, Te",Monoclinic,2/m,Ag2Te,(100),2
Ag2TeO4 (001),8.982564130645542,9.27604886,"Ag, O, Te",Monoclinic,2/m,Ag2TeO4,(001),3
Ag2TeO4 (100),9.27604886,13.716952920416162,"Ag, O, Te",Monoclinic,2/m,Ag2TeO4,(100),3
Ag2TeS3 (001),6.829200539295882,11.548451004995554,"Ag, S, Te",Monoclinic,m,Ag2TeS3,(001),3
Ag2TeS3 (100),7.93116561064101,11.548451004995554,"Ag, S, Te",Monoclinic,m,Ag2TeS3,(100),3
Ag3(PO4)2 (0001),7.666713893328185,13.279137990338613,"Ag, O, P",Trigonal,3,Ag3(PO4)2,(0001),3
Ag3(PO4)2 (1-100),7.666713893328185,11.112075813464967,"Ag, O, P",Trigonal,3,Ag3(PO4)2,(1-100),3
Ag3(PO4)2 (11-20),11.112075813464967,13.279137990338613,"Ag, O, P",Trigonal,3,Ag3(PO4)2,(11-20),3
Ag3AsO4 (0001),8.675688424087346,15.026733141156447,"Ag, As, O",Trigonal,3m,Ag3AsO4,(0001),3
Ag3AsO4 (1-100),8.675688424087346,10.662609791008334,"Ag, As, O",Trigonal,3m,Ag3AsO4,(1-100),3
Ag3AsO4 (11-20),10.662609791008334,15.026733141156447,"Ag, As, O",Trigonal,3m,Ag3AsO4,(11-20),3
Ag3AsS3 (001),6.35400996,12.021513720719087,"Ag, As, S",Monoclinic,2/m,Ag3AsS3,(001),3
Ag3AsS4 (001),6.63335771,6.9463108,"Ag, As, S",Orthorhombic,mm2,Ag3AsS4,(001),3
Ag3AsS4 (010),6.63335771,7.84198145,"Ag, As, S",Orthorhombic,mm2,Ag3AsS4,(010),3
Ag3AsS4 (100),6.9463108,7.84198145,"Ag, As, S",Orthorhombic,mm2,Ag3AsS4,(100),3
Ag3AsS4 (011),6.63335771,10.476063516051282,"Ag, As, S",Orthorhombic,mm2,Ag3AsS4,(011),3
Ag3AsS4 (101),6.9463108,10.271227169669675,"Ag, As, S",Orthorhombic,mm2,Ag3AsS4,(101),3
Ag3AsS4 (110),7.84198145,9.604825258119645,"Ag, As, S",Orthorhombic,mm2,Ag3AsS4,(110),3
Ag3AsSe3 (001),8.237619,11.502628999999999,"Ag, As, Se",Orthorhombic,mmm,Ag3AsSe3,(001),3
Ag3Au (100),4.111093199999999,4.111093199999999,"Ag, Au",Cubic,m-3m,Ag3Au,(100),2
Ag3Au (110),4.111093199999999,5.813963759619806,"Ag, Au",Cubic,m-3m,Ag3Au,(110),2
Ag3Au (111),5.813963759619806,10.070080625025671,"Ag, Au",Cubic,m-3m,Ag3Au,(111),2
Ag3AuSe2 (100),10.03545634,10.03545634,"Ag, Au, Se",Cubic,432,Ag3AuSe2,(100),3
Ag3AuSe2 (110),10.03545634,14.192278460631062,"Ag, Au, Se",Cubic,432,Ag3AuSe2,(110),3
Ag3Ge5P6 (100),10.35479500000139,10.35479500000139,"Ag, Ge, P",Cubic,-43m,Ag3Ge5P6,(100),3
Ag3Ge5P6 (110),10.35479500000139,14.64389152459508,"Ag, Ge, P",Cubic,-43m,Ag3Ge5P6,(110),3
Ag3O4 (001),3.6010304698700937,9.231712172471191,"Ag, O",Monoclinic,2/m,Ag3O4,(001),2
Ag3O4 (100),5.676299197663862,9.231712172471191,"Ag, O",Monoclinic,2/m,Ag3O4,(100),2
Ag3P11 (001),7.5814405106879255,13.026197543203724,"Ag, P",Monoclinic,m,Ag3P11,(001),2
Ag3P11 (100),6.621761091955503,7.5814405106879255,"Ag, P",Monoclinic,m,Ag3P11,(100),2
Ag3PO4 (0001),8.488473168889556,14.702466807201901,"Ag, O, P",Trigonal,3m,Ag3PO4,(0001),3
Ag3PO4 (1-100),8.488473168889556,10.48044062824931,"Ag, O, P",Trigonal,3m,Ag3PO4,(1-100),3
Ag3PO4 (11-20),10.48044062824931,14.702466807201901,"Ag, O, P",Trigonal,3m,Ag3PO4,(11-20),3
Ag3PS4 (001),6.57031988,6.83933977,"Ag, P, S",Orthorhombic,mm2,Ag3PS4,(001),3
Ag3PS4 (010),6.57031988,7.65066102,"Ag, P, S",Orthorhombic,mm2,Ag3PS4,(010),3
Ag3PS4 (100),6.83933977,7.65066102,"Ag, P, S",Orthorhombic,mm2,Ag3PS4,(100),3
Ag3PS4 (011),6.57031988,10.262026239123104,"Ag, P, S",Orthorhombic,mm2,Ag3PS4,(011),3
Ag3PS4 (101),6.83933977,10.084726935741525,"Ag, P, S",Orthorhombic,mm2,Ag3PS4,(101),3
Ag3PS4 (110),7.65066102,9.483969201501386,"Ag, P, S",Orthorhombic,mm2,Ag3PS4,(110),3
Ag3PSe4 (001),6.83922998,7.20524313,"Ag, P, Se",Orthorhombic,mm2,Ag3PSe4,(001),3
Ag3PSe4 (010),6.83922998,8.05423423,"Ag, P, Se",Orthorhombic,mm2,Ag3PSe4,(010),3
Ag3PSe4 (100),7.20524313,8.05423423,"Ag, P, Se",Orthorhombic,mm2,Ag3PSe4,(100),3
Ag3PSe4 (011),6.83922998,10.806767212914133,"Ag, P, Se",Orthorhombic,mm2,Ag3PSe4,(011),3
Ag3PSe4 (101),7.20524313,10.56625552175578,"Ag, P, Se",Orthorhombic,mm2,Ag3PSe4,(101),3
Ag3PSe4 (110),8.05423423,9.934314031766009,"Ag, P, Se",Orthorhombic,mm2,Ag3PSe4,(110),3
Ag3Pd (001),4.06884842,4.06884842,"Ag, Pd",Tetragonal,4/mmm,Ag3Pd,(001),2
Ag3Pd (100),4.06884842,8.04090682,"Ag, Pd",Tetragonal,4/mmm,Ag3Pd,(100),2
Ag3Pd (101),4.06884842,9.01175398870048,"Ag, Pd",Tetragonal,4/mmm,Ag3Pd,(101),2
Ag3Pd (110),5.754220618804339,8.04090682,"Ag, Pd",Tetragonal,4/mmm,Ag3Pd,(110),2
Ag3Sb4F24 (100),12.68708,12.68708,"Ag, F, Sb",Cubic,-43m,Ag3Sb4F24,(100),3
Ag3SbS3 (001),6.270943931663298,15.96725416,"Ag, S, Sb",Monoclinic,2/m,Ag3SbS3,(001),3
Ag3SbS3 (100),6.903645611507789,15.96725416,"Ag, S, Sb",Monoclinic,2/m,Ag3SbS3,(100),3
Ag3SnP7 (001),6.384096932031987,11.11447513,"Ag, P, Sn",Monoclinic,2/m,Ag3SnP7,(001),3
Ag3SnP7 (100),6.537000646683089,11.11447513,"Ag, P, Sn",Monoclinic,2/m,Ag3SnP7,(100),3
Ag3Te2Au (100),10.46075876,10.46075876,"Ag, Au, Te",Cubic,432,Ag3Te2Au,(100),3
Ag3Te2Au (110),10.46075876,14.79374691110516,"Ag, Au, Te",Cubic,432,Ag3Te2Au,(110),3
Ag4TeO5 (100),6.25382734,11.321758445951133,"Ag, O, Te",Monoclinic,2/m,Ag4TeO5,(100),3
Ag5(PbO3)2 (0001),5.955504651523942,10.315236641152248,"Ag, O, Pb",Trigonal,-3m,Ag5(PbO3)2,(0001),3
Ag5(PbO3)2 (1-100),5.955504651523942,6.46755388,"Ag, O, Pb",Trigonal,-3m,Ag5(PbO3)2,(1-100),3
Ag5(PbO3)2 (11-20),6.46755388,10.315236641152248,"Ag, O, Pb",Trigonal,-3m,Ag5(PbO3)2,(11-20),3
Ag5BiO4 (001),5.905099762405439,8.89877888,"Ag, Bi, O",Monoclinic,2/m,Ag5BiO4,(001),3
Ag5BiO4 (100),8.89877888,13.730233961572964,"Ag, Bi, O",Monoclinic,2/m,Ag5BiO4,(100),3
Ag7AsSe6 (100),11.051446,11.051446,"Ag, As, Se",Cubic,23,Ag7AsSe6,(100),3
Ag7AsSe6 (110),11.051446,15.629104817033893,"Ag, As, Se",Cubic,23,Ag7AsSe6,(110),3
Ag7NO11 (001),9.611176976616822,9.975902664455033,"Ag, N, O",Orthorhombic,mm2,Ag7NO11,(001),3
Ag7NO11 (010),9.611176976616822,10.06284245703879,"Ag, N, O",Orthorhombic,mm2,Ag7NO11,(010),3
Ag7NO11 (100),9.975902664455033,10.06284245703879,"Ag, N, O",Orthorhombic,mm2,Ag7NO11,(100),3
Ag7NO11 (011),9.611176976616822,14.169665920051308,"Ag, N, O",Orthorhombic,mm2,Ag7NO11,(011),3
Ag7NO11 (101),9.975902664455033,13.915298099251476,"Ag, N, O",Orthorhombic,mm2,Ag7NO11,(101),3
Ag7NO11 (110),10.06284245703879,13.852557772719459,"Ag, N, O",Orthorhombic,mm2,Ag7NO11,(110),3
Ag7PSe6 (100),10.829543270000002,10.829543270000002,"Ag, P, Se",Cubic,23,Ag7PSe6,(100),3
Ag7PSe6 (110),10.829543270000002,15.315286966740281,"Ag, P, Se",Cubic,23,Ag7PSe6,(110),3
Ag8GeS6 (001),7.49334839,10.62364144,"Ag, Ge, S",Orthorhombic,mm2,Ag8GeS6,(001),3
Ag8GeS6 (010),7.49334839,15.16898778,"Ag, Ge, S",Orthorhombic,mm2,Ag8GeS6,(010),3
Ag8GeS6 (100),10.62364144,15.16898778,"Ag, Ge, S",Orthorhombic,mm2,Ag8GeS6,(100),3
Ag8GeS6 (110),13.000462589446611,15.16898778,"Ag, Ge, S",Orthorhombic,mm2,Ag8GeS6,(110),3
Ag8GeSe6 (001),7.74756517,7.95990166,"Ag, Ge, Se",Orthorhombic,mm2,Ag8GeSe6,(001),3
Ag8GeSe6 (010),7.74756517,10.89821378,"Ag, Ge, Se",Orthorhombic,mm2,Ag8GeSe6,(010),3
Ag8GeSe6 (100),7.95990166,10.89821378,"Ag, Ge, Se",Orthorhombic,mm2,Ag8GeSe6,(100),3
Ag8GeSe6 (011),7.74756517,13.495595504884275,"Ag, Ge, Se",Orthorhombic,mm2,Ag8GeSe6,(011),3
Ag8GeSe6 (101),7.95990166,13.371455779307615,"Ag, Ge, Se",Orthorhombic,mm2,Ag8GeSe6,(101),3
Ag8GeSe6 (110),10.89821378,11.107871105674025,"Ag, Ge, Se",Orthorhombic,mm2,Ag8GeSe6,(110),3
Ag8SnS6 (001),7.58668671,10.75847451,"Ag, S, Sn",Orthorhombic,mm2,Ag8SnS6,(001),3
Ag8SnS6 (010),7.58668671,15.32886222,"Ag, S, Sn",Orthorhombic,mm2,Ag8SnS6,(010),3
Ag8SnS6 (100),10.75847451,15.32886222,"Ag, S, Sn",Orthorhombic,mm2,Ag8SnS6,(100),3
Ag8SnS6 (110),13.16444412111694,15.32886222,"Ag, S, Sn",Orthorhombic,mm2,Ag8SnS6,(110),3
Ag8SnSe6 (001),7.83563837,8.05482522,"Ag, Se, Sn",Orthorhombic,mm2,Ag8SnSe6,(001),3
Ag8SnSe6 (010),7.83563837,11.06726262,"Ag, Se, Sn",Orthorhombic,mm2,Ag8SnSe6,(010),3
Ag8SnSe6 (100),8.05482522,11.06726262,"Ag, Se, Sn",Orthorhombic,mm2,Ag8SnSe6,(100),3
Ag8SnSe6 (011),7.83563837,13.688115692994318,"Ag, Se, Sn",Orthorhombic,mm2,Ag8SnSe6,(011),3
Ag8SnSe6 (101),8.05482522,13.56029242182725,"Ag, Se, Sn",Orthorhombic,mm2,Ag8SnSe6,(101),3
Ag8SnSe6 (110),11.06726262,11.237323435327662,"Ag, Se, Sn",Orthorhombic,mm2,Ag8SnSe6,(110),3
AgAsF6 (100),8.3116070522449,8.3116070522449,"Ag, As, F",Cubic,m-3m,AgAsF6,(100),3
AgAsF6 (110),8.3116070522449,11.7543874184006,"Ag, As, F",Cubic,m-3m,AgAsF6,(110),3
AgAsF7 (001),6.98012698,7.7030122,"Ag, As, F",Orthorhombic,mmm,AgAsF7,(001),3
AgAsF7 (010),6.98012698,9.77354089,"Ag, As, F",Orthorhombic,mmm,AgAsF7,(010),3
AgAsF7 (100),7.7030122,9.77354089,"Ag, As, F",Orthorhombic,mmm,AgAsF7,(100),3
AgAsF7 (011),6.98012698,12.444215462689916,"Ag, As, F",Orthorhombic,mmm,AgAsF7,(011),3
AgAsF7 (101),7.7030122,12.010173778319192,"Ag, As, F",Orthorhombic,mmm,AgAsF7,(101),3
AgAsF7 (110),9.77354089,10.39512239515595,"Ag, As, F",Orthorhombic,mmm,AgAsF7,(110),3
AgAsO3 (0001),4.903842670105953,8.493704656947735,"Ag, As, O",Trigonal,-3,AgAsO3,(0001),3
AgAu3 (100),4.121631539999999,4.121631539999999,"Ag, Au",Cubic,m-3m,AgAu3,(100),2
AgAu3 (110),4.121631539999999,5.828867222972705,"Ag, Au",Cubic,m-3m,AgAu3,(110),2
AgAu3 (111),5.828867222972705,10.095894180761633,"Ag, Au",Cubic,m-3m,AgAu3,(111),2
AgAuCl4 (001),4.147916937183304,12.766872519441748,"Ag, Au, Cl",Monoclinic,2/m,AgAuCl4,(001),3
AgAuCl4 (100),4.147916937183304,13.162989577958319,"Ag, Au, Cl",Monoclinic,2/m,AgAuCl4,(100),3
AgAuF4 (001),5.7144716708605525,5.7144716708605525,"Ag, Au, F",Tetragonal,4/mmm,AgAuF4,(001),3
AgAuF4 (100),5.7144716708605525,10.725118453081157,"Ag, Au, F",Tetragonal,4/mmm,AgAuF4,(100),3
AgAuF4 (101),5.7144716708605525,12.152503952259787,"Ag, Au, F",Tetragonal,4/mmm,AgAuF4,(101),3
AgAuF4 (110),8.081483338727836,10.725118453081157,"Ag, Au, F",Tetragonal,4/mmm,AgAuF4,(110),3
AgAuF7 (001),7.09745072,7.7475731,"Ag, Au, F",Orthorhombic,mmm,AgAuF7,(001),3
AgAuF7 (010),7.09745072,10.09528929,"Ag, Au, F",Orthorhombic,mmm,AgAuF7,(010),3
AgAuF7 (100),7.7475731,10.09528929,"Ag, Au, F",Orthorhombic,mmm,AgAuF7,(100),3
AgAuF7 (011),7.09745072,12.725555185870371,"Ag, Au, F",Orthorhombic,mmm,AgAuF7,(011),3
AgAuF7 (101),7.7475731,12.34052967143701,"Ag, Au, F",Orthorhombic,mmm,AgAuF7,(101),3
AgAuF7 (110),10.09528929,10.507078359975818,"Ag, Au, F",Orthorhombic,mmm,AgAuF7,(110),3
AgAuO2 (001),3.87882231,5.479327468785867,"Ag, Au, O",Monoclinic,2/m,AgAuO2,(001),3
AgAuO2 (100),3.87882231,5.6115855037097475,"Ag, Au, O",Monoclinic,2/m,AgAuO2,(100),3
AgBF4 (001),5.24104917,6.68571762,"Ag, B, F",Orthorhombic,mmm,AgBF4,(001),3
AgBF4 (010),5.24104917,8.00097391,"Ag, B, F",Orthorhombic,mmm,AgBF4,(010),3
AgBF4 (100),6.68571762,8.00097391,"Ag, B, F",Orthorhombic,mmm,AgBF4,(100),3
AgBF4 (011),5.24104917,10.426619951013807,"Ag, B, F",Orthorhombic,mmm,AgBF4,(011),3
AgBF4 (101),6.68571762,9.564736269801609,"Ag, B, F",Orthorhombic,mmm,AgBF4,(101),3
AgBF4 (110),8.00097391,8.49514075791191,"Ag, B, F",Orthorhombic,mmm,AgBF4,(110),3
AgBF5 (001),6.594630320272313,6.594630320272313,"Ag, B, F",Tetragonal,4/m,AgBF5,(001),3
AgBF5 (100),4.02497731,6.594630320272313,"Ag, B, F",Tetragonal,4/m,AgBF5,(100),3
AgBF5 (101),6.594630320272313,7.725903921682546,"Ag, B, F",Tetragonal,4/m,AgBF5,(101),3
AgBF5 (110),4.02497731,9.326215637765934,"Ag, B, F",Tetragonal,4/m,AgBF5,(110),3
AgBi3S5 (001),4.03405074,13.470609482569754,"Ag, Bi, S",Monoclinic,2/m,AgBi3S5,(001),3
AgBr (100),5.784338958580233,5.784338958580233,"Ag, Br",Cubic,m-3m,AgBr,(100),2
AgBr (110),5.784338958580233,8.180290604587231,"Ag, Br",Cubic,m-3m,AgBr,(110),2
AgBr (111),8.180290604587231,14.168678947823413,"Ag, Br",Cubic,m-3m,AgBr,(111),2
AgCl (100),5.545325993612287,5.545325993612287,"Ag, Cl",Cubic,m-3m,AgCl,(100),2
AgCl (110),5.545325993612287,7.842275227946556,"Ag, Cl",Cubic,m-3m,AgCl,(110),2
AgCl (111),7.842275227946556,13.583219141742232,"Ag, Cl",Cubic,m-3m,AgCl,(111),2
AgClO4 (001),4.922585607756495,4.922585607756495,"Ag, Cl, O",Tetragonal,-42m,AgClO4,(001),3
AgClO4 (100),4.922585607756495,6.717590443527538,"Ag, Cl, O",Tetragonal,-42m,AgClO4,(100),3
AgClO4 (101),4.922585607756495,8.328137272683723,"Ag, Cl, O",Tetragonal,-42m,AgClO4,(101),3
AgClO4 (110),6.717590443527538,6.96158732843184,"Ag, Cl, O",Tetragonal,-42m,AgClO4,(110),3
AgF (100),4.921772425116064,4.921772425116064,"Ag, F",Cubic,m-3m,AgF,(100),2
AgF (110),4.921772425116064,6.960437314513056,"Ag, F",Cubic,m-3m,AgF,(110),2
AgF (111),6.960437314513056,12.055831071634886,"Ag, F",Cubic,m-3m,AgF,(111),2
AgF2 (001),5.150297140391399,5.618049780000213,"Ag, F",Orthorhombic,mmm,AgF2,(001),2
AgF2 (010),5.150297140391399,5.737459831048349,"Ag, F",Orthorhombic,mmm,AgF2,(010),2
AgF2 (100),5.618049780000213,5.737459831048349,"Ag, F",Orthorhombic,mmm,AgF2,(100),2
AgF2 (011),5.150297140391399,8.030001783527435,"Ag, F",Orthorhombic,mmm,AgF2,(011),2
AgF2 (101),5.618049780000213,7.709993900595329,"Ag, F",Orthorhombic,mmm,AgF2,(101),2
AgF2 (110),5.737459831048349,7.621551283359856,"Ag, F",Orthorhombic,mmm,AgF2,(110),2
AgF3 (0001),5.0270014091288076,8.707021850331435,"Ag, F",Hexagonal,622,AgF3,(0001),2
AgF3 (1-100),5.0270014091288076,15.27897044,"Ag, F",Hexagonal,622,AgF3,(1-100),2
AgF3 (11-20),8.707021850331435,15.27897044,"Ag, F",Hexagonal,622,AgF3,(11-20),2
AgHO2 (001),7.388332,8.47631,"Ag, H, O",Monoclinic,m,AgHO2,(001),3
AgHO2 (100),3.945929714404072,7.388332,"Ag, H, O",Monoclinic,m,AgHO2,(100),3
AgHgPd2 (100),6.462802363333442,6.462802363333442,"Ag, Hg, Pd",Cubic,m-3m,AgHgPd2,(100),3
AgHgPd2 (110),6.462802363333442,9.139782753163045,"Ag, Hg, Pd",Cubic,m-3m,AgHgPd2,(110),3
AgHgPd2 (111),9.139782753163045,15.830568098620148,"Ag, Hg, Pd",Cubic,m-3m,AgHgPd2,(111),3
AgI (0001),4.506275830058096,7.805098690580237,"Ag, I",Hexagonal,6mm,AgI,(0001),2
AgI (1-100),4.506275830058096,15.26236861,"Ag, I",Hexagonal,6mm,AgI,(1-100),2
AgI (11-20),7.805098690580237,15.26236861,"Ag, I",Hexagonal,6mm,AgI,(11-20),2
AgI3O8 (001),8.253372,8.253372,"Ag, I, O",Tetragonal,-4,AgI3O8,(001),3
AgIO3 (001),5.66928603,7.23941537,"Ag, I, O",Orthorhombic,mm2,AgIO3,(001),3
AgIO3 (010),5.66928603,15.25444032,"Ag, I, O",Orthorhombic,mm2,AgIO3,(010),3
AgIO3 (100),7.23941537,15.25444032,"Ag, I, O",Orthorhombic,mm2,AgIO3,(100),3
AgIO3 (110),9.195104077135039,15.25444032,"Ag, I, O",Orthorhombic,mm2,AgIO3,(110),3
AgIrF7 (001),7.04074726,7.83439219,"Ag, F, Ir",Orthorhombic,mmm,AgIrF7,(001),3
AgIrF7 (010),7.04074726,10.32870556,"Ag, F, Ir",Orthorhombic,mmm,AgIrF7,(010),3
AgIrF7 (100),7.83439219,10.32870556,"Ag, F, Ir",Orthorhombic,mmm,AgIrF7,(100),3
AgIrF7 (011),7.04074726,12.96379032273771,"Ag, F, Ir",Orthorhombic,mmm,AgIrF7,(011),3
AgIrF7 (101),7.83439219,12.500171219802247,"Ag, F, Ir",Orthorhombic,mmm,AgIrF7,(101),3
AgIrF7 (110),10.32870556,10.533272187023865,"Ag, F, Ir",Orthorhombic,mmm,AgIrF7,(110),3
AgNO3 (0001),5.152380446463462,8.92418471319913,"Ag, N, O",Trigonal,3m,AgNO3,(0001),3
AgO (001),3.309395800922763,3.309395800922763,"Ag, O",Tetragonal,4/mmm,AgO,(001),2
AgO (100),3.309395800922763,5.58085064,"Ag, O",Tetragonal,4/mmm,AgO,(100),2
AgO (101),3.309395800922763,6.488296728198675,"Ag, O",Tetragonal,4/mmm,AgO,(101),2
AgO (110),4.6801924249255435,5.58085064,"Ag, O",Tetragonal,4/mmm,AgO,(110),2
AgPF6 (100),8.102263939893176,8.102263939893176,"Ag, F, P",Cubic,m-3m,AgPF6,(100),3
AgPF6 (110),8.102263939893176,11.458331549723397,"Ag, F, P",Cubic,m-3m,AgPF6,(110),3
AgPO3 (001),5.97752081,7.317044274932469,"Ag, O, P",Monoclinic,2/m,AgPO3,(001),3
AgPO3 (100),5.97752081,13.599252757519334,"Ag, O, P",Monoclinic,2/m,AgPO3,(100),3
AgPd (0001),2.82388563244907,4.891113390165562,"Ag, Pd",Trigonal,-3m,AgPd,(0001),2
AgPd (1-100),2.82388563244907,13.903066004051944,"Ag, Pd",Trigonal,-3m,AgPd,(1-100),2
AgPd (11-20),4.891113390165562,13.903066004051944,"Ag, Pd",Trigonal,-3m,AgPd,(11-20),2
AgPdO2 (001),3.0238307,6.202729729797616,"Ag, O, Pd",Monoclinic,2/m,AgPdO2,(001),3
AgPdO2 (100),3.0238307,6.351671985066037,"Ag, O, Pd",Monoclinic,2/m,AgPdO2,(100),3
AgPt (0001),2.7830468050307133,4.8203784661554305,"Ag, Pt",Hexagonal,-6m2,AgPt,(0001),2
AgPt (1-100),2.7830468050307133,4.79510668,"Ag, Pt",Hexagonal,-6m2,AgPt,(1-100),2
AgPt (1-102),2.7830468050307133,6.799198234318191,"Ag, Pt",Hexagonal,-6m2,AgPt,(1-102),2
AgPt (11-20),4.79510668,4.8203784661554305,"Ag, Pt",Hexagonal,-6m2,AgPt,(11-20),2
AgRhF6 (0001),4.9996833222203465,8.659705535840398,"Ag, F, Rh",Trigonal,-3,AgRhF6,(0001),3
AgRhF6 (1-100),4.9996833222203465,10.082133912775586,"Ag, F, Rh",Trigonal,-3,AgRhF6,(1-100),3
AgRhF6 (11-20),8.659705535840398,10.082133912775586,"Ag, F, Rh",Trigonal,-3,AgRhF6,(11-20),3
AgRuF7 (001),5.46346695,8.37386392900999,"Ag, F, Ru",Monoclinic,2/m,AgRuF7,(001),3
AgRuF7 (100),5.46346695,12.053403972592122,"Ag, F, Ru",Monoclinic,2/m,AgRuF7,(100),3
AgRuO4 (001),5.129732990358539,5.129732990358539,"Ag, O, Ru",Tetragonal,4/m,AgRuO4,(001),3
AgRuO4 (100),5.129732990358539,11.62798734,"Ag, O, Ru",Tetragonal,4/m,AgRuO4,(100),3
AgRuO4 (101),5.129732990358539,12.709219099990882,"Ag, O, Ru",Tetragonal,4/m,AgRuO4,(101),3
AgRuO4 (110),7.25453796631774,11.62798734,"Ag, O, Ru",Tetragonal,4/m,AgRuO4,(110),3
AgSO4 (001),12.946162331130942,13.658577360065749,"Ag, O, S",Monoclinic,2/m,AgSO4,(001),3
AgSO4 (100),9.424404700217572,13.658577360065749,"Ag, O, S",Monoclinic,2/m,AgSO4,(100),3
AgSbF6 (100),9.682114707442384,9.682114707442384,"Ag, F, Sb",Cubic,m-3,AgSbF6,(100),3
AgSbF6 (110),9.682114707442384,13.692577931717032,"Ag, F, Sb",Cubic,m-3,AgSbF6,(110),3
AgSbO3 (100),10.28144544,10.28144544,"Ag, O, Sb",Cubic,m-3m,AgSbO3,(100),3
AgSbO3 (110),10.28144544,14.540159582047016,"Ag, O, Sb",Cubic,m-3m,AgSbO3,(110),3
AgSbS2 (001),4.62089793,12.794724248550661,"Ag, S, Sb",Monoclinic,2/m,AgSbS2,(001),3
